TimeStep	MeanReturn	BestMeanReturn	Episodes	Exploration	LearningRate	Time
60000	24.3214285714	24.3214285714	28	0.946	0.0001	2.243233593304952
70000	24.4848484848	24.4848484848	33	0.9369999999999999	0.0001	2.841339937845866
80000	23.972972973	23.972972973	37	0.9279999999999999	0.0001	3.440220312277476
90000	23.7619047619	23.7619047619	42	0.919	0.0001	4.055701744556427
100000	24.1914893617	24.1914893617	47	0.91	0.0001	4.657796390851339
110000	23.9423076923	23.9423076923	52	0.901	0.0001	5.3058715979258215
120000	24.0714285714	24.0714285714	56	0.892	0.0001	5.997128923734029
130000	23.5901639344	23.5901639344	61	0.883	0.0001	6.689341636498769
140000	23.7727272727	23.7727272727	66	0.874	0.0001	7.427856012185415
150000	23.8732394366	23.8732394366	71	0.865	0.0001	8.054107840855917
160000	23.7333333333	23.7333333333	75	0.856	0.0001	8.684272579352061
170000	23.925	23.925	80	0.847	0.0001	9.336175191402436
180000	24.0705882353	24.0705882353	85	0.838	0.0001	10.019237112998962
190000	24.1444444444	24.1444444444	90	0.829	0.0001	10.76335005760193
200000	24.1276595745	24.1276595745	94	0.82	0.0001	11.415834271907807
210000	24.0808080808	24.0808080808	99	0.8109999999999999	0.0001	12.110256485144298
220000	24.12	24.13	104	0.802	0.0001	12.77899976571401
230000	23.99	24.13	109	0.7929999999999999	0.0001	13.424950830141704
240000	24.04	24.13	113	0.784	0.0001	14.132975169022878
250000	24.15	24.15	118	0.775	0.0001	14.775867720444998
260000	24.41	24.41	123	0.766	0.0001	15.416131186485291
270000	24.53	24.53	128	0.757	0.0001	16.134251145521798
280000	24.58	24.58	132	0.748	0.0001	16.76505021651586
290000	24.71	24.71	137	0.739	0.0001	17.40269188086192
300000	24.61	24.74	142	0.73	0.0001	18.03460649251938
310000	24.19	24.74	146	0.721	0.0001	18.670374445120494
320000	24.2	24.74	151	0.712	0.0001	19.313271717230478
330000	23.99	24.74	156	0.703	0.0001	19.959208806355793
340000	24.22	24.74	161	0.694	0.0001	20.60600066582362
350000	23.97	24.74	165	0.685	0.0001	21.241889460881552
360000	23.7	24.74	170	0.6759999999999999	0.0001	21.88399860461553
370000	23.85	24.74	175	0.667	0.0001	22.53726274172465
380000	23.88	24.74	180	0.6579999999999999	0.0001	23.175795976320902
390000	23.64	24.74	184	0.649	0.0001	23.81562977631887
400000	23.56	24.74	189	0.6399999999999999	0.0001	24.47449133793513
410000	23.49	24.74	194	0.631	0.0001	25.128523933887482
420000	23.67	24.74	198	0.622	0.0001	25.7752769390742
430000	23.53	24.74	203	0.613	0.0001	26.42327788670858
440000	23.46	24.74	208	0.604	0.0001	27.072047809759777
450000	23.3	24.74	213	0.595	0.0001	27.722788707415262
460000	23.29	24.74	217	0.586	0.0001	28.4733997742335
470000	23.21	24.74	222	0.577	0.0001	29.22424995104472
480000	22.9	24.74	227	0.5680000000000001	0.0001	29.972963066895804
490000	22.96	24.74	231	0.5589999999999999	0.0001	30.716241693496706
500000	22.97	24.74	236	0.55	0.0001	31.465760934352875
510000	23.22	24.74	241	0.5409999999999999	0.0001	32.21497140328089
520000	23.51	24.74	246	0.532	0.0001	32.972256326675414
530000	23.68	24.74	250	0.5229999999999999	0.0001	33.72453476190567
540000	23.92	24.74	255	0.514	0.0001	34.48281222184499
550000	24.25	24.74	260	0.5049999999999999	0.0001	35.24749660094579
560000	24.33	24.74	264	0.4959999999999999	0.0001	36.005487183729805
570000	24.63	24.74	269	0.487	0.0001	36.77063401142756
580000	24.58	24.74	274	0.478	0.0001	37.53366634051005
590000	24.17	24.74	278	0.469	0.0001	38.28983030716578
600000	24.21	24.74	283	0.45999999999999996	0.0001	39.03359177907308
610000	24.36	24.74	288	0.45099999999999996	0.0001	39.69819559256236
620000	24.7	24.74	292	0.44199999999999995	0.0001	40.36511729955673
630000	24.36	24.74	297	0.43299999999999994	0.0001	41.03333477576574
640000	24.21	24.74	302	0.42399999999999993	0.0001	41.71611910661061
650000	24.05	24.74	306	0.4149999999999999	0.0001	42.390461007754006
660000	24.23	24.74	311	0.4059999999999999	0.0001	43.064798426628116
670000	24.31	24.74	316	0.3969999999999999	0.0001	43.741934994856514
680000	24.12	24.74	320	0.3879999999999999	0.0001	44.418182015419006
690000	24.02	24.74	325	0.379	0.0001	45.09563416639964
700000	24.28	24.74	330	0.37	0.0001	45.77414679129918
710000	24.35	24.74	334	0.361	0.0001	46.45528922478358
720000	23.96	24.74	339	0.352	0.0001	47.13565812508265
730000	23.79	24.74	344	0.34299999999999997	0.0001	47.90752146244049
740000	24.23	24.74	349	0.33399999999999996	0.0001	48.6233097632726
750000	24.3	24.74	354	0.32499999999999996	0.0001	49.40142832597097
760000	24.3	24.74	358	0.31599999999999995	0.0001	50.1891911149025
770000	24.44	24.74	363	0.30699999999999994	0.0001	50.985777060190834
780000	24.51	24.74	368	0.29799999999999993	0.0001	51.77254155079524
790000	24.65	24.74	372	0.2889999999999999	0.0001	52.55675211350123
800000	24.93	25.06	377	0.2799999999999999	0.0001	53.34260341326396
810000	24.82	25.06	382	0.2709999999999999	0.0001	54.12886900901795
820000	24.94	25.06	387	0.262	0.0001	54.91561377445857
830000	25.05	25.06	391	0.253	0.0001	55.70393830537796
840000	24.9	25.06	396	0.244	0.0001	56.494510650634766
850000	25.13	25.13	401	0.235	0.0001	57.28807314236959
860000	25.62	25.63	406	0.22599999999999998	0.0001	58.0812961101532
870000	25.76	25.77	410	0.21699999999999997	0.0001	58.87636518081029
880000	26.05	26.09	415	0.20799999999999996	0.0001	59.672139573097226
