Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
23.156862258911133	0	5.4012947	2.9348772	29.0	2.0	5.401294498381877	2.9348772133415606	5007	5007
49.4746208190918	1	10.805555	7.326236	58.0	2.0	10.805555555555555	7.326235719628679	5057	10064
70.87790846824646	2	19.141222	11.445819	58.0	3.0	19.141221374045802	11.445819065526264	5015	15079
97.21929240226746	3	16.067308	8.996365	53.0	2.0	16.067307692307693	8.996364390055506	5013	20092
122.11287140846252	4	17.257732	9.95724	55.0	3.0	17.257731958762886	9.957240212864017	5022	25114
149.48709869384766	5	15.482972	9.306721	58.0	4.0	15.48297213622291	9.30671989098493	5001	30115
174.92493796348572	6	16.926174	11.520972	64.0	2.0	16.926174496644297	11.520972390758141	5044	35159
200.25981640815735	7	17.534966	11.741259	65.0	3.0	17.534965034965033	11.741259261881643	5015	40174
222.59505915641785	8	21.637932	13.218258	81.0	4.0	21.637931034482758	13.218258370151165	5020	45194
242.35987067222595	9	27.538462	16.325876	89.0	3.0	27.53846153846154	16.325876239754283	5012	50206
265.0344169139862	10	27.67033	17.495089	92.0	4.0	27.67032967032967	17.495088758292944	5036	55242
291.3932087421417	11	35.09028	25.182919	145.0	4.0	35.09027777777778	25.182917819880192	5053	60295
314.5769627094269	12	40.396824	26.12032	136.0	4.0	40.3968253968254	26.120319696225117	5090	65385
341.5177752971649	13	37.69173	25.99716	114.0	3.0	37.69172932330827	25.997160183584374	5013	70398
365.4407217502594	14	35.65248	25.936636	133.0	5.0	35.652482269503544	25.936634682645956	5027	75425
392.3433783054352	15	46.302753	28.237688	131.0	4.0	46.30275229357798	28.237688585382898	5047	80472
410.02729868888855	16	48.07547	34.77575	218.0	8.0	48.075471698113205	34.775750093834375	5096	85568
429.0034773349762	17	56.49438	36.847126	194.0	7.0	56.49438202247191	36.84712529622402	5028	90596
449.9944224357605	18	70.54929	44.840496	194.0	6.0	70.54929577464789	44.84049626328716	5009	95605
473.5918505191803	19	87.844826	58.524033	238.0	10.0	87.84482758620689	58.52403035009251	5095	100700
502.7463700771332	20	92.72727	46.00492	184.0	9.0	92.72727272727273	46.00492248186039	5100	105800
524.7649664878845	21	86.694916	40.508736	224.0	10.0	86.69491525423729	40.508736968159475	5115	110915
547.5277645587921	22	94.54717	52.418335	256.0	13.0	94.54716981132076	52.41833398032649	5011	115926
570.4308364391327	23	95.20755	55.505013	254.0	10.0	95.20754716981132	55.50500860981896	5046	120972
594.2604358196259	24	135.10527	83.20513	434.0	23.0	135.10526315789474	83.20513315190045	5134	126106
617.060524225235	25	128.15	61.742836	263.0	13.0	128.15	61.74283359224777	5126	131232
642.9696805477142	26	208.70833	122.05173	529.0	48.0	208.70833333333334	122.05172372354636	5009	136241
666.3124258518219	27	207.08	141.30135	645.0	10.0	207.08	141.30135738909235	5177	141418
688.592978477478	28	363.07144	166.3239	849.0	171.0	363.07142857142856	166.32389411958235	5083	146501
706.3021688461304	29	802.1429	293.02533	1000.0	311.0	802.1428571428571	293.02531756606606	5615	152116
733.0050520896912	30	787.8571	308.78217	1000.0	99.0	787.8571428571429	308.78213705340096	5515	157631
760.3358852863312	31	824.5714	329.86526	1000.0	52.0	824.5714285714286	329.86527862267695	5772	163403
787.3265328407288	32	749.25	269.68488	1000.0	135.0	749.25	269.6848855609079	5994	169397
812.8947329521179	33	880.5	267.2101	1000.0	283.0	880.5	267.2101233112249	5283	174680
838.7853398323059	34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	180680
864.4469039440155	35	850.3333	334.66486	1000.0	102.0	850.3333333333334	334.66484063246855	5102	185782
891.1737015247345	36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	191782
922.8886675834656	37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	197782
948.8298628330231	38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	203782
973.7884259223938	39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	209782
1002.3665027618408	40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	215782
1026.4351887702942	41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	221782
1049.7998926639557	42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	227782
1073.4499039649963	43	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	233782
1093.8206670284271	44	503.2	436.8466	1000.0	69.0	503.2	436.8466092348663	5032	238814
1111.0358271598816	45	361.07144	362.9007	1000.0	61.0	361.07142857142856	362.90070745231094	5055	243869
1134.1314046382904	46	942.8333	127.828545	1000.0	657.0	942.8333333333334	127.82855271373798	5657	249526
1154.456607580185	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	255526
1174.663730621338	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	261526
1201.5332810878754	49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	267526
1223.9565181732178	50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	273526
1247.6289656162262	51	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	279526
1269.272396326065	52	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	285526
1290.8691835403442	53	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	291526
1312.074021577835	54	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	297526
1332.754114151001	55	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	303526
