Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.839529514312744	0	21.05042	10.59003	65.0	8.0	21.050420168067227	10.590029193106774	5010	5010
13.740362405776978	1	16.184465	5.831087	48.0	8.0	16.184466019417474	5.8310866048432075	5001	10011
15.718978881835938	2	26.622341	14.97448	136.0	10.0	26.622340425531913	14.9744793839479	5005	15016
19.426268815994263	3	40.152	24.125359	164.0	12.0	40.152	24.12535794553109	5019	20035
23.928956031799316	4	38.5	19.704842	114.0	13.0	38.5	19.704841263780057	5005	25040
26.312711715698242	5	57.05682	31.444885	154.0	15.0	57.05681818181818	31.444886112105824	5021	30061
30.38507843017578	6	70.49296	35.46904	169.0	20.0	70.49295774647888	35.46903955998913	5005	35066
34.60197949409485	7	62.8125	28.782848	146.0	20.0	62.8125	28.782848082668956	5025	40091
39.68391227722168	8	83.63333	41.76281	192.0	20.0	83.63333333333334	41.76280907963714	5018	45109
43.05127739906311	9	112.68889	44.23162	196.0	39.0	112.68888888888888	44.231623791241	5071	50180
49.74933624267578	10	123.04878	46.404346	200.0	27.0	123.04878048780488	46.404347577813716	5045	55225
55.1832914352417	11	137.94595	41.51974	200.0	42.0	137.94594594594594	41.51974193141296	5104	60329
60.63387989997864	12	130.66667	43.994953	200.0	39.0	130.66666666666666	43.99494920505711	5096	65425
65.84817123413086	13	131.86842	42.056458	200.0	39.0	131.8684210526316	42.056460203818226	5011	70436
70.89956903457642	14	158.4375	36.879818	200.0	77.0	158.4375	36.87981960029089	5070	75506
73.47918939590454	15	148.88235	38.55154	200.0	69.0	148.88235294117646	38.55154281331938	5062	80568
76.78249025344849	16	154.39394	41.129463	200.0	73.0	154.3939393939394	41.12946256081863	5095	85663
80.10648250579834	17	121.45238	38.651802	200.0	64.0	121.45238095238095	38.65180484971678	5101	90764
82.68763637542725	18	110.54348	43.148228	200.0	23.0	110.54347826086956	43.1482311198416	5085	95849
85.79247713088989	19	100.4	48.996735	200.0	17.0	100.4	48.99673458507209	5020	100869
89.00337600708008	20	102.44898	42.82764	200.0	22.0	102.44897959183673	42.82763804590933	5020	105889
92.63476967811584	21	107.65958	49.8262	200.0	25.0	107.65957446808511	49.82619860980797	5060	110949
94.85306787490845	22	129.05128	45.712006	200.0	23.0	129.05128205128204	45.71200185663454	5033	115982
97.35303330421448	23	118.18604	44.318226	200.0	32.0	118.18604651162791	44.318223357657644	5082	121064
102.16470456123352	24	159.75	38.489445	200.0	52.0	159.75	38.489446605530716	5112	126176
108.73498249053955	25	193.11539	15.795148	200.0	147.0	193.1153846153846	15.795147558365276	5021	131197
116.11950445175171	26	200.0	0.0	200.0	200.0	200.0	0.0	5200	136397
119.87138891220093	27	200.0	0.0	200.0	200.0	200.0	0.0	5200	141597
123.44323444366455	28	197.61539	9.9501705	200.0	149.0	197.6153846153846	9.95017171508931	5138	146735
128.9880359172821	29	200.0	0.0	200.0	200.0	200.0	0.0	5200	151935
132.57070088386536	30	200.0	0.0	200.0	200.0	200.0	0.0	5200	157135
136.88938641548157	31	200.0	0.0	200.0	200.0	200.0	0.0	5200	162335
142.88107085227966	32	199.53847	2.3076923	200.0	188.0	199.53846153846155	2.307692307692307	5188	167523
146.97921228408813	33	199.03847	4.807692	200.0	175.0	199.03846153846155	4.8076923076923075	5175	172698
151.04451513290405	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	177898
154.21616768836975	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	183098
158.40455079078674	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	188298
163.88106441497803	37	200.0	0.0	200.0	200.0	200.0	0.0	5200	193498
166.89325618743896	38	195.6923	21.538462	200.0	88.0	195.69230769230768	21.53846153846154	5088	198586
172.84455585479736	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	203786
176.7274627685547	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	208986
180.05958771705627	41	196.23077	15.375574	200.0	120.0	196.23076923076923	15.37557426646786	5102	214088
184.24720311164856	42	186.2963	16.603916	200.0	119.0	186.2962962962963	16.603914787861896	5030	219118
187.42008233070374	43	151.69698	25.110043	187.0	41.0	151.6969696969697	25.11004247789131	5006	224124
193.4633550643921	44	143.77142	23.159184	177.0	35.0	143.77142857142857	23.159182954112197	5032	229156
196.4396607875824	45	142.88571	25.97116	181.0	20.0	142.88571428571427	25.971161400480263	5001	234157
201.81787872314453	46	138.32433	22.980667	169.0	35.0	138.32432432432432	22.980666438310003	5118	239275
205.5423412322998	47	136.35135	12.37525	162.0	115.0	136.35135135135135	12.375250401433252	5045	244320
209.23941588401794	48	129.74359	23.972973	158.0	36.0	129.74358974358975	23.972974044737096	5060	249380
211.9449644088745	49	142.30556	23.32121	179.0	23.0	142.30555555555554	23.321210475116665	5123	254503
214.65352034568787	50	173.17241	12.814509	200.0	150.0	173.17241379310346	12.814509463662374	5022	259525
218.0294041633606	51	197.15384	5.946507	200.0	179.0	197.15384615384616	5.946507104642365	5126	264651
222.93154335021973	52	200.0	0.0	200.0	200.0	200.0	0.0	5200	269851
226.81833505630493	53	200.0	0.0	200.0	200.0	200.0	0.0	5200	275051
229.39290642738342	54	200.0	0.0	200.0	200.0	200.0	0.0	5200	280251
233.09780740737915	55	200.0	0.0	200.0	200.0	200.0	0.0	5200	285451
236.10722279548645	56	200.0	0.0	200.0	200.0	200.0	0.0	5200	290651
240.52438378334045	57	200.0	0.0	200.0	200.0	200.0	0.0	5200	295851
